+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;101093324857201552647057562219414467593;141859249920995569727894926209871998898;
+;115090172540423485084370785361570951190;81722520328382653422401205260782092893;
+;68131829042112696092422308100918212402;213883880857395768737254990700817225631;
+;131188627023034930977893960954632582028;53162621167279398017031848723386070413;
+;78886729096384271869042728082373555207;62202432505499502107729750860402196551;
+;229753805929750417650476780934311402133;13078361850663883433142631021451124154;
+;66897411991426451756627834295516096810;262826418166571244363277495463500959350;
+;324968024275653608181635935543166337740;292789120019590178285052311420916483714;
+;53306504178945972514398771496279882790;83324517197575859135670741240593881032;
+;205292519183867486759349132281884245254;231183449934881036589038852042398836044;
+;157995057945518312033993772366930525698;284276761144175348239368410457480867305;
+;332737344406305200233586519276414912737;210147559523744571509684720670347566544;
+;180317770276926402900802388350558231069;264011113800654736914326201079455059279;
+;331794053982474665233911766195052032498;7882606655623908046478762658961904558;
+;130750784185760903452812034029379288717;276665012639355809111079624101431759493;
+;296850575483874966184513663236133260762;240928837753691271983755765602595256239;
