+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;59844670924497377345681730397706835239;175648000298507556921288752153388227443;
+;280278413508280403436432520499297067554;135387702870809227112250860919195391959;
+;25028593148101637324647475961785377177;37441649785413336876919936577185808066;
+;98086407077156196985469874621197259370;74742856287475752137689683897518798809;
+;222328785471787817869115381452666403882;175079273449317175766568671318587186102;
+;25590170618531988810690605964562255403;155522092139644509536616970748398341173;
+;284363002674420910042737001776192367104;301379754624240258601236868295127079975;
+;283955949425166931104276055911874013018;151673303019403582254923166908364954599;
+;294142581197970141630971996638205324975;121783198177124488466368910336946524316;
+;96907272867894768975702926650988161827;70246208391017434465203083601544853295;
+;63810809663452565923905655545965632021;186130373305582124857851893787198487527;
+;287220448241376228675798230521699504462;245170143581920003970441660192210838447;
+;313311244603220497582297188300052596337;130758946880218876965509427378736622370;
+;264551667034770860206399777478106358832;49891280216805812838491503092082217586;
+;202049884315333376742077756210619430917;226772353097818258696565146675847952164;
+;86055299860249294187125008065714325897;227764021531784289666229574556086964528;
