+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;120968428177337457188110417296125830238;197565891984237520649918264596494626804;
+;128983365746646988494419900635865110493;174890130143723421228551134605066253885;
+;292091850199499567445316273802151108021;280348453211073104795821691649121745657;
+;92087852762394718597362708971261637900;143688290842571450720507839393895554508;
+;126919950347367040007926231445096098166;104032035377742267095626019073423244425;
+;9597828376075833465279383748412791684;290545297956566591766592684745442895503;
+;181946095309436670616258681055119806861;15338359341443122855669222343627578437;
+;84574472831684456106794652347743605310;11649892810293243976514578590715343133;
+;265224724094231180798538274574880269203;280070175576039564517223630548785943200;
+;132749373656096789088929217533709274179;260379102153024590259904107106316869545;
+;314874027805112172571404495148705311483;337872012198399931246807482629814165531;
+;90996611685873161328555717802926103655;323269117927046579777626866875447661994;
+;183362408199917636009022466602615094484;230478009155765024919127467902410567648;
+;195651433397208149842574258793275050288;38886258831620502027396684501453261813;
+;279498104640314658085316205067549316468;164889969539723976596452810346568547868;
+;12039048686390239123862991538178978850;237440100658281719042527322843466684104;
