+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;209551136365866301051938609987790474223;50899805572280314985042166829143039989;
+;90222457446047788408722164814850236843;314475436065605400530848916915573491048;
+;227374888727130494385459282633162972319;40390350059145662881993777857449953658;
+;310196697494908951483048108096777260413;92112308604124756509493272111280886290;
+;328706464507060329193468680359065891854;206050606837841603717191304972056159236;
+;2744477890431355367883524585678847603;289871576234153068442564739030791795681;
+;229932781683109116136458171223288039218;161573477235715582176565508838101903563;
+;314569325759375753758003237230463881463;62813362140434044461571293347334315793;
+;320717187126039922728650478774465909799;160979586951576522831105223205093895471;
+;130890602977731687678580543148569925761;201058385670662943755996772821733704852;
+;48376412303376811950898764026851649541;222647068167240540367683269002202011104;
+;12855738513501429518357963615001857778;80861746682225528760474410706529593765;
+;167638111550331758669542714121534775096;69542664649745096387469609180088516326;
+;70948905575614791199067097872531842069;255846691917950055831201482494204798971;
+;338439866131719453179768421339830906551;279513604855350877043346797416446295471;
+;177240668154695299022129939158364307446;312850646176786141770438324814156995544;
