+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;40433975467231923439069383080283928254;144519344770537738901518995241566061950;
+;272050266811782952913367011700104457509;84816525119521295745497621151428159330;
+;291801343003188035414529833101972849749;338201425673933305539313930204793954033;
+;328252797080595008120822155584079327039;301674122801170688829375560734273016591;
+;296881361893016184325039709667039429401;51115664478498880632731332315673893832;
+;316664955878421799346472648040973325858;290955914619428848061677897777291200196;
+;112646287736194885014501264330246745311;307606926245621129340636661888674651254;
+;99487785875433757777117503843987230129;164780350064663200184651659461918537109;
+;238489445932154739339041229400631338916;114836863615933879817524018524612701710;
+;134766062277552985015207858187729351807;141664690488875340633269717591094338255;
+;179593144432654674072514445114201853795;18372596914125178852057530635120347697;
+;4961867611557815902662743156937731559;41754985609635223071929957736855770854;
+;105382330182599667108672250804939732456;69809877625067665993234562312093989909;
+;277946401630472722752442228009516618273;294444276036909456558270496016183426175;
+;166070911805963652515207457344235786254;220791102356788031443205630056153455043;
+;29113402222179545216935357550186376088;277350673901890037231688337636783362049;
