+;340282366920938463463374607431768211455;340282366920938463463374607431768211455;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;0;
+;340282366920938463463374607431768211455;1;
+;340282366920938463463374607431768211455;18446744073709551615;
+;340282366920938463463374607431768211455;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211455;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;0;
+;340282366920938463463374607431768211454;1;
+;340282366920938463463374607431768211454;18446744073709551615;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;0;0;
+;0;1;
+;0;18446744073709551615;
+;0;340282366920938463463374607431768211454;
+;0;18446744073709551616;
+;1;1;
+;1;18446744073709551615;
+;1;340282366920938463463374607431768211454;
+;1;18446744073709551616;
+;18446744073709551615;18446744073709551615;
+;18446744073709551615;340282366920938463463374607431768211454;
+;18446744073709551615;18446744073709551616;
+;340282366920938463463374607431768211454;340282366920938463463374607431768211454;
+;340282366920938463463374607431768211454;18446744073709551616;
+;18446744073709551616;18446744073709551616;
+;2911386131332298863395799728064500791;151139963503904346866729402381437873810;
+;117384788421611302220213662222182006333;161157245130217538143015505064958510669;
+;300941092370741047166267352809201786354;15938288975485416602517380060520765915;
+;223899552480398377067856415742471790149;207896808518554290112954187759854812916;
+;259988405711061344434094523776445329270;240710420268118210598902572873680518424;
+;158540678699109696756305290398462379610;288137899443914844855663893267466928515;
+;182721102672791567336826173585697421491;77369730285318445102071905245916701341;
+;995747565497083137468865781731470204;316743970709304647615407114921511690079;
+;31081393856223138412761223128857913566;149454096429662710915788107345427302421;
+;124987940957807073855584954978557556281;9466945787565368435765219169175783659;
+;43018232682440371489708501231903428003;326656832005573725703229005352684549091;
+;313866172596293025452661575640949553761;264588575839507451574309574526399208024;
+;11836482302691910575193112673633374484;212110064700137331064588672221240578495;
+;273787690805336821231443958014630716453;321651807315944121577136527006603392087;
+;113706556922008317016399114050139813789;144115797317541740011717397095787216014;
+;49396043594294598977349945480541103963;21808693594303705925462366835182175952;
